1	0	13	1	3.059909	EXP
1	0	486	2	2.9287643	EXP
1	0	184	3	2.2000015	EXP
1	0	1268	4	1.7258536	EXP
1	0	12	5	1.4261793	EXP
1	0	51	6	1.3849739	EXP
1	0	685	7	1.3273678	EXP
1	0	746	8	1.3266773	EXP
1	0	875	9	1.2771382	EXP
1	0	1144	10	1.2440292	EXP
2	0	12	1	2.5782495	EXP
2	0	746	2	1.9114077	EXP
2	0	51	3	1.6260314	EXP
2	0	712	4	1.4130309	EXP
2	0	792	5	1.3621713	EXP
2	0	184	6	1.3224052	EXP
2	0	781	7	1.3186826	EXP
2	0	14	8	1.207077	EXP
2	0	875	9	1.16337	EXP
2	0	724	10	1.0971923	EXP
3	0	144	1	2.994491	EXP
3	0	399	2	2.9455023	EXP
3	0	5	3	2.1312003	EXP
3	0	542	4	1.7828529	EXP
3	0	181	5	1.5593233	EXP
3	0	485	6	1.5139269	EXP
3	0	582	7	1.4437423	EXP
3	0	90	8	1.2891359	EXP
3	0	91	9	1.2087933	EXP
3	0	803	10	1.1333617	EXP
4	0	166	1	5.0892315	EXP
4	0	488	2	3.6089344	EXP
4	0	1061	3	2.7137954	EXP
4	0	1189	4	1.8457876	EXP
4	0	236	5	1.6749725	EXP
4	0	1241	6	1.6106709	EXP
4	0	263	7	1.6051694	EXP
4	0	1252	8	1.5913119	EXP
4	0	1275	9	1.5799601	EXP
4	0	410	10	1.4493312	EXP
5	0	103	1	1.7675545	EXP
5	0	1296	2	1.4043965	EXP
5	0	234	3	1.2735424	EXP
5	0	943	4	1.0709212	EXP
5	0	746	5	0.94009125	EXP
5	0	552	6	0.9316015	EXP
5	0	410	7	0.9288991	EXP
5	0	1032	8	0.92288375	EXP
5	0	1061	9	0.91442144	EXP
5	0	625	10	0.87469584	EXP
6	0	491	1	1.6804793	EXP
6	0	386	2	1.3976277	EXP
6	0	1273	3	1.2713826	EXP
6	0	385	4	1.2559793	EXP
6	0	767	5	0.9001041	EXP
6	0	257	6	0.8891399	EXP
6	0	406	7	0.8718733	EXP
6	0	640	8	0.79617965	EXP
6	0	865	9	0.7722938	EXP
6	0	1282	10	0.7625727	EXP
7	0	492	1	7.5677757	EXP
7	0	973	2	3.5911953	EXP
7	0	56	3	3.3016443	EXP
7	0	57	4	3.2658339	EXP
7	0	434	5	3.0993977	EXP
7	0	1040	6	2.8474486	EXP
7	0	1381	7	2.77146	EXP
7	0	759	8	2.5730004	EXP
7	0	124	9	2.1757529	EXP
7	0	122	10	2.0367548	EXP
8	0	1082	1	3.4384313	EXP
8	0	711	2	2.9291632	EXP
8	0	556	3	1.8278168	EXP
8	0	569	4	1.8228905	EXP
8	0	232	5	1.7910986	EXP
8	0	443	6	1.6829798	EXP
8	0	461	7	1.6364067	EXP
8	0	476	8	1.5058218	EXP
8	0	122	9	1.3542424	EXP
8	0	1083	10	1.3347638	EXP
9	0	550	1	1.2460513	EXP
9	0	306	2	1.1537476	EXP
9	0	22	3	1.1209104	EXP
9	0	21	4	1.0841882	EXP
9	0	846	5	1.0825601	EXP
9	0	45	6	1.0755517	EXP
9	0	270	7	1.0544078	EXP
9	0	1215	8	1.0343448	EXP
9	0	571	9	0.9988197	EXP
9	0	528	10	0.97054005	EXP
10	0	493	1	2.9175267	EXP
10	0	1214	2	2.1166134	EXP
10	0	691	3	1.9573328	EXP
10	0	302	4	1.8365685	EXP
10	0	949	5	1.6567192	EXP
10	0	621	6	1.5388746	EXP
10	0	1199	7	1.4346459	EXP
10	0	1103	8	1.3117568	EXP
10	0	649	9	1.2976012	EXP
10	0	1286	10	1.2271147	EXP
11	0	495	1	2.99051	EXP
11	0	654	2	1.6664323	EXP
11	0	262	3	1.559367	EXP
11	0	1327	4	1.4665923	EXP
11	0	1238	5	1.3576812	EXP
11	0	304	6	1.3277849	EXP
11	0	341	7	1.2810597	EXP
11	0	28	8	1.2136033	EXP
11	0	1252	9	1.1965306	EXP
11	0	147	10	1.1909181	EXP
12	0	624	1	3.8575838	EXP
12	0	649	2	1.5431705	EXP
12	0	987	3	1.5325369	EXP
12	0	966	4	1.2977071	EXP
12	0	34	5	1.2925665	EXP
12	0	1222	6	1.173301	EXP
12	0	1232	7	1.1264348	EXP
12	0	543	8	1.0257379	EXP
12	0	1164	9	0.9962001	EXP
12	0	939	10	0.99144673	EXP
13	0	496	1	3.9143922	EXP
13	0	199	2	1.6477268	EXP
13	0	643	3	1.4735954	EXP
13	0	903	4	1.4020761	EXP
13	0	313	5	1.3101431	EXP
13	0	1242	6	1.3091915	EXP
13	0	520	7	1.2343841	EXP
13	0	1268	8	0.9028273	EXP
13	0	660	9	0.7867376	EXP
13	0	797	10	0.72173077	EXP
14	0	64	1	1.5387719	EXP
14	0	132	2	1.5014607	EXP
14	0	170	3	1.1028147	EXP
14	0	798	4	1.0095196	EXP
14	0	739	5	0.9276858	EXP
14	0	137	6	0.9064965	EXP
14	0	256	7	0.8611336	EXP
14	0	46	8	0.860584	EXP
14	0	388	9	0.85144866	EXP
14	0	1364	10	0.77340704	EXP
15	0	462	1	1.8692411	EXP
15	0	82	2	1.6105983	EXP
15	0	553	3	1.4770306	EXP
15	0	1098	4	1.4217072	EXP
15	0	1096	5	1.3393692	EXP
15	0	1097	6	1.0508476	EXP
15	0	463	7	1.0343575	EXP
15	0	1117	8	0.73786557	EXP
15	0	1025	9	0.7223876	EXP
15	0	761	10	0.70703244	EXP
16	0	498	1	2.6962495	EXP
16	0	106	2	1.7545524	EXP
16	0	1113	3	1.7535237	EXP
16	0	869	4	1.4375861	EXP
16	0	111	5	1.3677909	EXP
16	0	945	6	1.2641057	EXP
16	0	93	7	1.1857597	EXP
16	0	1280	8	1.108265	EXP
16	0	927	9	1.0639634	EXP
16	0	1286	10	1.0476469	EXP
17	0	106	1	1.7545524	EXP
17	0	1281	2	1.6801013	EXP
17	0	498	3	1.4896338	EXP
17	0	1108	4	1.4140916	EXP
17	0	700	5	1.3116672	EXP
17	0	987	6	1.2503527	EXP
17	0	609	7	1.222465	EXP
17	0	1301	8	1.1484807	EXP
17	0	94	9	1.1189684	EXP
17	0	8	10	1.0966747	EXP
18	0	248	1	1.4364944	EXP
18	0	56	2	1.4072815	EXP
18	0	197	3	1.2548146	EXP
18	0	234	4	1.2476054	EXP
18	0	57	5	1.2223017	EXP
18	0	947	6	1.0336148	EXP
18	0	1307	7	1.0278202	EXP
18	0	498	8	1.0182395	EXP
18	0	927	9	1.0010422	EXP
18	0	354	10	0.91753894	EXP
19	0	82	1	2.5425544	EXP
19	0	1290	2	1.4808587	EXP
19	0	706	3	1.4289912	EXP
19	0	110	4	1.3477938	EXP
19	0	713	5	1.3251771	EXP
19	0	1242	6	1.3091915	EXP
19	0	1219	7	1.3033128	EXP
19	0	1279	8	1.204356	EXP
19	0	1217	9	1.1931949	EXP
19	0	1270	10	1.148098	EXP
20	0	500	1	4.58625	EXP
20	0	88	2	2.0958986	EXP
20	0	268	3	2.080438	EXP
20	0	270	4	1.7804037	EXP
20	0	450	5	1.7462548	EXP
20	0	87	6	1.5650635	EXP
20	0	477	7	1.4362853	EXP
20	0	902	8	1.3776268	EXP
20	0	458	9	1.3717122	EXP
20	0	1371	10	1.1681886	EXP
21	0	502	1	2.3565588	EXP
21	0	96	2	1.5271063	EXP
21	0	271	3	1.4774975	EXP
21	0	377	4	1.3241189	EXP
21	0	68	5	1.2430271	EXP
21	0	538	6	1.1747952	EXP
21	0	562	7	1.152962	EXP
21	0	343	8	1.1411291	EXP
21	0	302	9	1.1182202	EXP
21	0	686	10	1.0823014	EXP
22	0	125	1	1.6903281	EXP
22	0	980	2	1.5816016	EXP
22	0	560	3	1.500221	EXP
22	0	165	4	1.4391137	EXP
22	0	140	5	1.3856688	EXP
22	0	413	6	1.1815416	EXP
22	0	9	7	1.1058244	EXP
22	0	752	8	1.0289229	EXP
22	0	1212	9	1.0160601	EXP
22	0	565	10	0.97290385	EXP
23	0	1287	1	1.6043572	EXP
23	0	718	2	1.3980405	EXP
23	0	902	3	1.2451721	EXP
23	0	892	4	1.2352259	EXP
23	0	753	5	1.0481262	EXP
23	0	33	6	1.0159998	EXP
23	0	1	7	0.88189673	EXP
23	0	798	8	0.85365236	EXP
23	0	640	9	0.84214485	EXP
23	0	289	10	0.8183523	EXP
24	0	756	1	2.7904613	EXP
24	0	46	2	2.1786797	EXP
24	0	12	3	1.2411661	EXP
24	0	51	4	1.1062989	EXP
24	0	47	5	1.0987306	EXP
24	0	888	6	1.0458133	EXP
24	0	724	7	1.0366199	EXP
24	0	1188	8	1.0330987	EXP
24	0	925	9	0.882144	EXP
24	0	893	10	0.87576485	EXP
25	0	588	1	2.5800192	EXP
